id,token,lemma,upos,sentence_id
1077112718648401920,islám,islám,NOUN,1
1077112718648401920,:,:,PUNCT,1
1077112718648401920,prostřednictvím,prostřednictví,NOUN,1
1077112718648401920,@,@,PUNCT,1
1077112718648401920,YouTube,YouTube,PROPN,2
1076541523146108928,Tomio,Tomio,PROPN,1
1076541523146108928,Okamura,Okamura,PROPN,1
1076541523146108928,:,:,PUNCT,1
1076541523146108928,Na,na,ADP,1
1076541523146108928,vánočních,vánoční,ADJ,1
1076541523146108928,trzích,trh,NOUN,1
1076541523146108928,:,:,PUNCT,1
1076541523146108928,prostřednictvím,prostřednictví,NOUN,1
1076541523146108928,@,@,PUNCT,1
1076541523146108928,YouTube,YouTube,PROPN,2
1076191637615722496,Tomio,Tomio,PROPN,1
1076191637615722496,Okamura,Okamura,PROPN,1
1076191637615722496,:,:,PUNCT,1
1076191637615722496,Hezké,hezký,ADJ,1
1076191637615722496,Vánoce,vánoce,NOUN,1
1076191637615722496,:,:,PUNCT,1
1076191637615722496,prostřednictvím,prostřednictví,NOUN,1
1076191637615722496,@,@,PUNCT,1
1076191637615722496,YouTube,YouTube,PROPN,2
1075843810129833984,Tomio,Tomio,PROPN,1
1075843810129833984,Okamura,Okamura,PROPN,1
1075843810129833984,:,:,PUNCT,1
1075843810129833984,Aréna,aréna,NOUN,1
1075843810129833984,Jaromíra,Jaromír,PROPN,1
1075843810129833984,Soukupa,Soukup,PROPN,1
1075843810129833984,18.12.2018,18.12.2018,NUM,1
1075843810129833984,:,:,PUNCT,1
1075843810129833984,prostřednictvím,prostřednictví,NOUN,1
1075843810129833984,@,@,PUNCT,1
1075843810129833984,YouTube,YouTube,PROPN,2
1075834542366253056,Tomio,Tomio,PROPN,1
1075834542366253056,Okamura,Okamura,PROPN,1
1075834542366253056,:,:,PUNCT,1
1075834542366253056,Šílená,šílený,ADJ,1
1075834542366253056,situace,situace,NOUN,1
1075834542366253056,na,na,ADP,1
1075834542366253056,dálnici,dálnice,NOUN,1
1075834542366253056,D,D,NOUN,1
1075834542366253056,1,1,NUM,1
1075834542366253056,:,:,PUNCT,1
1075834542366253056,prostřednictvím,prostřednictví,NOUN,1
1075834542366253056,@,@,PUNCT,1
1075834542366253056,YouTube,YouTube,PROPN,2
1075733334083465216,Tomio,Tomio,PROPN,1
1075733334083465216,Okamura,Okamura,PROPN,1
1075733334083465216,:,:,PUNCT,1
1075733334083465216,Špatné,špatný,ADJ,1
1075733334083465216,řešení,řešení,NOUN,1
1075733334083465216,problému,problém,NOUN,1
1075733334083465216,:,:,PUNCT,1
1075733334083465216,prostřednictvím,prostřednictví,NOUN,1
1075733334083465216,@,@,PUNCT,1
1075733334083465216,YouTube,YouTube,PROPN,2
1075652894643367936,Tomio,Tomio,PROPN,1
1075652894643367936,Okamura,Okamura,PROPN,1
1075652894643367936,:,:,PUNCT,1
1075652894643367936,Vláda,vláda,NOUN,1
1075652894643367936,podpořila,podpořit,VERB,1
1075652894643367936,Globální,globální,ADJ,1
1075652894643367936,pakt,pakt,NOUN,1
1075652894643367936,OSN,OSN,PROPN,1
1075652894643367936,o,o,ADP,1
1075652894643367936,uprchlících,uprchlík,NOUN,1
1075652894643367936,2,2,NUM,1
1075652894643367936,:,:,PUNCT,1
1075652894643367936,prostřednictvím,prostřednictví,NOUN,1
1075652894643367936,@,@,PUNCT,1
1075652894643367936,YouTube,YouTube,PROPN,2
1075491890080952320,Tomio,Tomio,PROPN,1
1075491890080952320,Okamura,Okamura,PROPN,1
1075491890080952320,:,:,PUNCT,1
1075491890080952320,Špatný,špatný,ADJ,1
1075491890080952320,rozpočet,rozpočet,NOUN,1
1075491890080952320,:,:,PUNCT,1
1075491890080952320,prostřednictvím,prostřednictví,NOUN,1
1075491890080952320,@,@,PUNCT,1
1075491890080952320,YouTube,YouTube,PROPN,2
1075105882990698496,Tomio,Tomio,PROPN,1
1075105882990698496,Okamura,Okamura,PROPN,1
1075105882990698496,:,:,PUNCT,1
1075105882990698496,Navrhl,navrhnout,VERB,1
1075105882990698496,jsem,být,VERB,1
1075105882990698496,za,za,ADP,1
1075105882990698496,SPD,SPD,PROPN,1
1075105882990698496,mimořádný,mimořádný,ADJ,1
1075105882990698496,bod,bod,NOUN,1
1075105882990698496,k,k,ADP,1
1075105882990698496,Globálnímu,globální,ADJ,1
1075105882990698496,paktu,pak,NOUN,1
1075105882990698496,o,o,ADP,1
1075105882990698496,uprchlících,uprchlík,NOUN,1
1075105882990698496,:,:,PUNCT,1
1075105882990698496,prostřednictvím,prostřednictví,NOUN,1
1075075047906336768,Tomio,Tomio,PROPN,1
1075075047906336768,Okamra,Okamra,NOUN,1
1075075047906336768,:,:,PUNCT,1
1075075047906336768,Babišova,Babišův,ADJ,1
1075075047906336768,vláda,vláda,NOUN,1
1075075047906336768,včera,včera,ADV,1
1075075047906336768,podpořila,podpořit,VERB,1
1075075047906336768,Globální,globální,ADJ,1
1075075047906336768,pakt,pakt,NOUN,1
1075075047906336768,OSN,OSN,PROPN,1
1075075047906336768,o,o,ADP,1
1075075047906336768,uprchlících,uprchlík,NOUN,1
1075075047906336768,:,:,PUNCT,1
1075075047906336768,prostřednictvím,prostřednictví,NOUN,1
1074953044515848192,Tomio,Tomio,PROPN,1
1074953044515848192,Okamura,Okamura,PROPN,1
1074953044515848192,:,:,PUNCT,1
1074953044515848192,Smysl,smysl,NOUN,1
1074953044515848192,národa,národ,NOUN,1
1074953044515848192,a,a,CCONJ,1
1074953044515848192,lidská,lidský,ADJ,1
1074953044515848192,práva,právo,NOUN,1
1074953044515848192,:,:,PUNCT,1
1074953044515848192,prostřednictvím,prostřednictví,NOUN,1
1074953044515848192,@,@,PUNCT,1
1074953044515848192,YouTube,YouTube,PROPN,2
1074593733398560768,Tomio,Tomio,PROPN,1
1074593733398560768,Okamura,Okamura,PROPN,1
1074593733398560768,:,:,PUNCT,1
1074593733398560768,Islamisté,Islamisté,PROPN,1
1074593733398560768,v,v,ADP,1
1074593733398560768,ČR,ČR,PROPN,1
1074593733398560768,:,:,PUNCT,1
1074593733398560768,prostřednictvím,prostřednictví,NOUN,1
1074593733398560768,@,@,PUNCT,1
1074593733398560768,YouTube,YouTube,PROPN,2
1074365961426350080,Jdu,jít,VERB,1
1074365961426350080,na,na,ADP,1
1074365961426350080,to,ten,DET,1
1074365961426350080,",",",",PUNCT,1
1074365961426350080,abych,abych,CONJ,1
1074365961426350080,aby,aby,SCONJ,1
1074365961426350080,bych,být,VERB,1
1074365961426350080,byl,být,VERB,1
1074365961426350080,ve,v,ADP,1
1074365961426350080,formě,formě,NOUN,1
1074365961426350080,na,na,ADP,1
1074365961426350080,další,další,ADJ,1
1074365961426350080,pracovní,pracovní,ADJ,1
1074365961426350080,týden,týden,NOUN,1
1073971303768444928,Tomio,Tomio,PROPN,1
1073971303768444928,Okamura,Okamura,PROPN,1
1073971303768444928,:,:,PUNCT,1
1073971303768444928,ODS,ODS,PROPN,1
1073971303768444928,je,být,VERB,1
1073971303768444928,pro,pro,ADP,1
1073971303768444928,EU,EU,PROPN,1
1073971303768444928,:,:,PUNCT,1
1073971303768444928,prostřednictvím,prostřednictví,NOUN,1
1073971303768444928,@,@,PUNCT,1
1073971303768444928,YouTube,YouTube,PROPN,2
1073870722186006528,Tomio,Tomio,PROPN,1
1073870722186006528,Okamura,Okamura,PROPN,1
1073870722186006528,:,:,PUNCT,1
1073870722186006528,NE,ne,PART,1
1073870722186006528,zvyšování,zvyšování,NOUN,1
1073870722186006528,daní,daň,NOUN,1
1073870722186006528,:,:,PUNCT,1
1073870722186006528,prostřednictvím,prostřednictví,NOUN,1
1073870722186006528,@,@,PUNCT,1
1073870722186006528,YouTube,YouTube,PROPN,2
1073622372815695872,Tomio,Tomio,PROPN,1
1073622372815695872,Okamura,Okamura,PROPN,1
1073622372815695872,:,:,PUNCT,1
1073622372815695872,ČT,ČT,PROPN,1
1073622372815695872,je,být,VERB,1
1073622372815695872,arogantní,arogantní,ADJ,1
1073622372815695872,monstrum,monstrum,NOUN,1
1073622372815695872,:,:,PUNCT,1
1073622372815695872,prostřednictvím,prostřednictví,NOUN,1
1073622372815695872,@,@,PUNCT,1
1073622372815695872,YouTube,YouTube,PROPN,2
1073480347982143488,Tomio,Tomio,PROPN,1
1073480347982143488,Okamura,Okamura,PROPN,1
1073480347982143488,:,:,PUNCT,1
1073480347982143488,Církevní,církevní,ADJ,1
1073480347982143488,restituce,restituce,NOUN,1
1073480347982143488,:,:,PUNCT,1
1073480347982143488,prostřednictvím,prostřednictví,NOUN,1
1073480347982143488,@,@,PUNCT,1
1073480347982143488,YouTube,YouTube,PROPN,2
1073318152497496064,Tomio,Tomio,PROPN,1
1073318152497496064,Okamura,Okamura,PROPN,1
1073318152497496064,:,:,PUNCT,1
1073318152497496064,Aréna,aréna,NOUN,1
1073318152497496064,Jaromíra,Jaromír,PROPN,1
1073318152497496064,Soukupa,Soukup,PROPN,1
1073318152497496064,11.12.2018,11.12.2018,NUM,1
1073318152497496064,:,:,PUNCT,1
1073318152497496064,prostřednictvím,prostřednictví,NOUN,1
1073318152497496064,@,@,PUNCT,1
1073318152497496064,YouTube,YouTube,PROPN,2
1073116276824756224,Tomio,Tomio,PROPN,1
1073116276824756224,Okamura,Okamura,PROPN,1
1073116276824756224,:,:,PUNCT,1
1073116276824756224,Církevní,církevní,ADJ,1
1073116276824756224,restituce,restituce,NOUN,1
1073116276824756224,:,:,PUNCT,1
1073116276824756224,prostřednictvím,prostřednictví,NOUN,1
1073116276824756224,@,@,PUNCT,1
1073116276824756224,YouTube,YouTube,PROPN,2
1073114893031800832,Tomio,Tomio,PROPN,1
1073114893031800832,Okamura,Okamura,PROPN,1
1073114893031800832,:,:,PUNCT,1
1073114893031800832,Bezpečnostní,bezpečnostní,ADJ,1
1073114893031800832,informační,informační,ADJ,1
1073114893031800832,služba,služba,NOUN,1
1073114893031800832,:,:,PUNCT,1
1073114893031800832,prostřednictvím,prostřednictví,NOUN,1
1073114893031800832,@,@,PUNCT,1
1073114893031800832,YouTube,YouTube,PROPN,2
1072573489473904640,Tomio,Tomio,PROPN,1
1072573489473904640,Okamura,Okamura,PROPN,1
1072573489473904640,:,:,PUNCT,1
1072573489473904640,Podvedení,Podvedení,NOUN,1
1072573489473904640,Francouzi,Francouz,PROPN,1
1072573489473904640,:,:,PUNCT,1
1072573489473904640,prostřednictvím,prostřednictví,NOUN,1
1072573489473904640,@,@,PUNCT,1
1072573489473904640,YouTube,YouTube,PROPN,2
1072570197133930496,Tomio,Tomio,PROPN,1
1072570197133930496,Okamura,Okamura,PROPN,1
1072570197133930496,:,:,PUNCT,1
1072570197133930496,Zamrazení,Zamrazení,NOUN,1
1072570197133930496,platů,plat,NOUN,1
1072570197133930496,politiků,politik,NOUN,1
1072570197133930496,:,:,PUNCT,1
1072570197133930496,prostřednictvím,prostřednictví,NOUN,1
1072570197133930496,@,@,PUNCT,1
1072570197133930496,YouTube,YouTube,PROPN,2
1072197386917810176,Tomio,Tomio,PROPN,1
1072197386917810176,Okamura,Okamura,PROPN,1
1072197386917810176,:,:,PUNCT,1
1072197386917810176,Šokující,šokující,ADJ,1
1072197386917810176,verdikt,verdikt,NOUN,1
1072197386917810176,:,:,PUNCT,1
1072197386917810176,prostřednictvím,prostřednictví,NOUN,1
1072197386917810176,@,@,PUNCT,1
1072197386917810176,YouTube,YouTube,PROPN,2
1072056240182837248,Tomio,Tomio,PROPN,1
1072056240182837248,Okamura,Okamura,PROPN,1
1072056240182837248,:,:,PUNCT,1
1072056240182837248,Školní,školní,ADJ,1
1072056240182837248,obědy,oběd,NOUN,1
1072056240182837248,:,:,PUNCT,1
1072056240182837248,prostřednictvím,prostřednictví,NOUN,1
1072056240182837248,@,@,PUNCT,1
1072056240182837248,YouTube,YouTube,PROPN,2
1072030494890422272,Tomio,Tomio,PROPN,1
1072030494890422272,Okamura,Okamura,PROPN,1
1072030494890422272,:,:,PUNCT,1
1072030494890422272,Změna,změna,NOUN,1
1072030494890422272,pohlaví,pohlaví,NOUN,1
1072030494890422272,dětí,dítě,NOUN,1
1072030494890422272,:,:,PUNCT,1
1072030494890422272,prostřednictvím,prostřednictví,NOUN,1
1072030494890422272,@,@,PUNCT,1
1072030494890422272,YouTube,YouTube,PROPN,2
1071682942567501824,Tomio,Tomio,PROPN,1
1071682942567501824,Okamura,Okamura,PROPN,1
1071682942567501824,:,:,PUNCT,1
1071682942567501824,Narůst,Narůst,NOUN,1
1071682942567501824,cen,cena,NOUN,1
1071682942567501824,energií,energie,NOUN,1
1071682942567501824,:,:,PUNCT,1
1071682942567501824,prostřednictvím,prostřednictví,NOUN,1
1071682942567501824,@,@,PUNCT,1
1071682942567501824,YouTube,YouTube,PROPN,2
1071443241810255872,Tomio,Tomio,PROPN,1
1071443241810255872,Okamura,Okamura,PROPN,1
1071443241810255872,:,:,PUNCT,1
1071443241810255872,NE,ne,PART,1
1071443241810255872,dávkám,dávka,NOUN,1
1071443241810255872,pro,pro,ADP,1
1071443241810255872,migranty,migrant,NOUN,1
1071443241810255872,:,:,PUNCT,1
1071443241810255872,prostřednictvím,prostřednictví,NOUN,1
1071443241810255872,@,@,PUNCT,1
1071443241810255872,YouTube,YouTube,PROPN,2
1071441315462819840,Tomio,Tomio,PROPN,1
1071441315462819840,Okamura,Okamura,PROPN,1
1071441315462819840,:,:,PUNCT,1
1071441315462819840,Nesmyslná,nesmyslný,ADJ,1
1071441315462819840,zpráva,zpráva,NOUN,1
1071441315462819840,:,:,PUNCT,1
1071441315462819840,prostřednictvím,prostřednictví,NOUN,1
1071441315462819840,@,@,PUNCT,1
1071441315462819840,YouTube,YouTube,PROPN,2
1071336426757865472,Tomio,Tomio,PROPN,1
1071336426757865472,Okamura,Okamura,PROPN,1
1071336426757865472,:,:,PUNCT,1
1071336426757865472,Konec,konec,NOUN,1
1071336426757865472,diktátu,diktát,NOUN,1
1071336426757865472,EU,EU,PROPN,1
1071336426757865472,:,:,PUNCT,1
1071336426757865472,prostřednictvím,prostřednictví,NOUN,1
1071336426757865472,@,@,PUNCT,1
1071336426757865472,YouTube,YouTube,PROPN,2
1071129384671739904,Do,do,ADP,1
1071129384671739904,čela,čelo,NOUN,1
1071129384671739904,německé,německý,ADJ,1
1071129384671739904,vládní,vládní,ADJ,1
1071129384671739904,CDU,CDU,PROPN,1
1071129384671739904,byla,být,VERB,1
1071129384671739904,zvolena,zvolený,ADJ,1
1071129384671739904,Annegret,Annegret,PROPN,1
1071129384671739904,Krampová,Krampová,PROPN,1
1071129384671739904,a,a,CCONJ,1
1071129384671739904,udělala,udělat,VERB,1
1071129384671739904,tak,tak,ADV,1
1071129384671739904,radost,radost,NOUN,1
1071129384671739904,Angele,Angele,PROPN,1
1071129384671739904,Merkelové,Merkelová,PROPN,1
1071129384671739904,-,-,PUNCT,1
1071129384671739904,nezbývá,zbývat,VERB,1
1071129384671739904,než,než,SCONJ,1
1071129384671739904,se,se,PRON,1
1071129384671739904,před,před,ADP,1
1071129384671739904,politikou,politika,NOUN,1
1071129384671739904,německých,německý,ADJ,1
1071129384671739904,křestanských,křestanský,ADJ,1
1071129384671739904,demokratů,demokrat,NOUN,1
1071129384671739904,pokřižovat,pokřižovat,VERB,1
1071129384671739904,a,a,CCONJ,1
1071129384671739904,doufat,doufat,VERB,1
1071129384671739904,na,na,ADP,1
1071129384671739904,zázraky,zázrak,NOUN,1
1071129384671739904,.,.,PUNCT,1
1071126286649778176,Tomio,Tomio,PROPN,1
1071126286649778176,Okamura,Okamura,PROPN,1
1071126286649778176,:,:,PUNCT,1
1071126286649778176,Zcela,zcela,ADV,1
1071126286649778176,nekompetentní,kompetentní,ADJ,1
1071126286649778176,ministr,ministr,NOUN,1
1071126286649778176,:,:,PUNCT,1
1071126286649778176,prostřednictvím,prostřednictví,NOUN,1
1071126286649778176,@,@,PUNCT,1
1071126286649778176,YouTube,YouTube,PROPN,2
1071112563373629440,Tomio,Tomio,PROPN,1
1071112563373629440,Okamura,Okamura,PROPN,1
1071112563373629440,:,:,PUNCT,1
1071112563373629440,Státní,státní,ADJ,1
1071112563373629440,rozpočet,rozpočet,NOUN,1
1071112563373629440,:,:,PUNCT,1
1071112563373629440,prostřednictvím,prostřednictví,NOUN,1
1071112563373629440,@,@,PUNCT,1
1071112563373629440,YouTube,YouTube,PROPN,2
1071066980680171520,Tomio,Tomio,PROPN,1
1071066980680171520,Okamura,Okamura,PROPN,1
1071066980680171520,:,:,PUNCT,1
1071066980680171520,Návrh,návrh,NOUN,1
1071066980680171520,zákona,zákon,NOUN,1
1071066980680171520,o,o,ADP,1
1071066980680171520,zrušení,zrušení,NOUN,1
1071066980680171520,Fondu,fond,NOUN,1
1071066980680171520,národního,národní,ADJ,1
1071066980680171520,majetku,majetek,NOUN,1
1071066980680171520,ČR,ČR,PROPN,1
1071066980680171520,:,:,PUNCT,1
1071066980680171520,prostřednictvím,prostřednictví,NOUN,1
1071066980680171520,@,@,PUNCT,1
1071066980680171520,YouTube,YouTube,PROPN,2
1082334996722057216,@,@,PUNCT,1
1082334996722057216,LukMrkva,LukMrkva,PROPN,1
1082334996722057216,@,@,PUNCT,1
1082334996722057216,Posledniskaut,Posledniskaut,PROPN,1
1082334996722057216,Třikrát,třikrát,ADV,1
1082334996722057216,.,.,PUNCT,1
1082334996722057216,Plus,plus,NOUN,2
1082334996722057216,dýmka,dýmka,NOUN,2
1082334996722057216,míru,mír,NOUN,2
1082334996722057216,.,.,PUNCT,2
1082334748138242048,Via,Via,PROPN,1
1082334748138242048,Český,český,ADJ,1
1082334748138242048,politický,politický,ADJ,1
1082334748138242048,prasečák,prasečák,NOUN,1
1082334748138242048,.,.,PUNCT,1
1082259390005211136,@,@,PUNCT,1
1082259390005211136,Posledniskaut,Posledniskaut,NOUN,1
1082259390005211136,Jak,jak,ADV,1
1082259390005211136,dělal,dělat,VERB,1
1082259390005211136,?,?,PUNCT,1
1082259390005211136,Co,co,PRON,2
1082259390005211136,dělal,dělat,VERB,2
1082259390005211136,?,?,PUNCT,2
1082259390005211136,Ona,on,PRON,3
1082259390005211136,dělala,dělat,VERB,3
1082259390005211136,",",",",PUNCT,3
1082259390005211136,co,co,PRON,3
1082259390005211136,jsem,být,VERB,3
1082259390005211136,měl,mít,VERB,3
1082259390005211136,dělat,dělat,VERB,3
1082259390005211136,?,?,PUNCT,3
1081971985561931776,@,@,PUNCT,1
1081971985561931776,JosefKokta,JosefKokta,PROPN,2
1081971985561931776,@,@,PUNCT,2
1081971985561931776,hrudka,hrudka,NOUN,2
1081971985561931776,@,@,PUNCT,2
1081971985561931776,AndrejBabis,AndrejBabis,PROPN,2
1081971985561931776,@,@,PUNCT,2
1081971985561931776,vaclavmoravec,vaclavmoravec,NOUN,2
1081971985561931776,Neboj,Neboj,PROPN,2
1081971985561931776,Pepo,Pepo,PROPN,2
1081971985561931776,",",",",PUNCT,2
1081971985561931776,já,já,PRON,2
1081971985561931776,jsem,být,VERB,2
1081971985561931776,si,se,PRON,2
1081971985561931776,všiml,všimnout,VERB,2
1081971985561931776,",",",",PUNCT,2
1081971985561931776,že,že,SCONJ,2
1081971985561931776,Andrej,Andrej,PROPN,2
1081971985561931776,ti,ten,DET,2
1081971985561931776,zatemnil,zatemnit,VERB,2
1081971985561931776,mozek,mozek,NOUN,2
1081971985561931776,a,a,CCONJ,2
1081971985561931776,nepřemýšlíš,přemýšlit,VERB,2
1081971985561931776,o,o,ADP,2
1081971985561931776,něm,on,PRON,2
1081971985561931776,.,.,PUNCT,2
1081971985561931776,Tak,tak,ADV,3
1081971985561931776,jsem,být,VERB,3
1081971985561931776,si,se,PRON,3
1081971985561931776,říkal,říkat,VERB,3
1081971985561931776,",",",",PUNCT,3
1081971985561931776,že,že,SCONJ,3
1081971985561931776,bych,být,VERB,3
1081971985561931776,se,se,PRON,3
1081971985561931776,mohl,moci,VERB,3
1081971985561931776,zkusit,zkusit,VERB,3
1081971985561931776,bavit,bavit,VERB,3
1081971985561931776,o,o,ADP,3
1081971985561931776,faktech,fakt,NOUN,3
1081971985561931776,.,.,PUNCT,3
1081971985561931776,Ale,ale,CCONJ,4
1081971985561931776,když,když,SCONJ,4
1081971985561931776,nepíšeš,píšout,VERB,4
1081971985561931776,o,o,ADP,4
1081971985561931776,politice,politika,NOUN,4
1081971985561931776,",",",",PUNCT,4
1081971985561931776,tak,tak,ADV,4
1081971985561931776,tě,ty,PRON,4
1081971985561931776,rád,rád,ADV,4
1081971985561931776,sleduju,sledovat,NOUN,4
1081971985561931776,:,:,PUNCT,4
