id,name,text,pred
1082259390005211100,Tomio_Okamura,"@Posledniskaut Jak dělal? Co dělal? Ona dělala, co jsem měl dělat?",0.004036865662783384
1081971985561931800,Tomio_Okamura,"@JosefKokta @hrudka @AndrejBabis @vaclavmoravec Neboj Pepo, já jsem si všiml, že Andrej ti zatemnil mozek a nepřemýšlíš o něm. Tak jsem si říkal, že bych se mohl zkusit bavit o faktech.
Ale když nepíšeš o politice, tak tě rád sleduju :)",1.2955541933479253e-5
1081959896701116400,Tomio_Okamura,"@JosefKokta @hrudka @AndrejBabis @vaclavmoravec Pepo, obávám se, že nechápeš rozdíl mezi tím, že vláda má dobré výsledky a že za vlády jsou dobré výsledky. Já jsem po tobě ale chtěl, abys mi řekl, jak vláda k těm dobrým výsledkům přispěla. A tady je jediná možná odpověď, že ničím.",1.2969213457836304e-5
1081955460402630700,Tomio_Okamura,"@JosefKokta @hrudka @AndrejBabis @vaclavmoravec Pepo, aspoň jeden výsledek nám pověz.",1.275987051485572e-5
1081681167152226300,Tomio_Okamura,"Když na tebe začne borec s antisemitskými teoriemi, 
ale ty máš aprobaci jen na islamofobii. 
(via Diagnóza Tomio Okamura)",7.693034422118217e-5
1081175808192987100,Tomio_Okamura,"@Posledniskaut To je vyloučené, to nemohu říct.",3.172558208461851e-4
1081138955247075300,Tomio_Okamura,"@jana_cernochova Strašný svět, kde někteří svobodné zjistili, že jim vyhovuje jezdit na kole. Kdo nechce mít auto, dostane do držky, až si ho dobrovolně koupí.",1.0581394235487096e-5
1081136627303489500,Tomio_Okamura,@fouknitopodviko @Michal469463 @JaroslavTvrdik Mě celá ta slávistická komunita na Twitter hodně baví.,2.3444024918717332e-5
1080947595474817e3,Tomio_Okamura,@mates187 @Michal469463 @JaroslavTvrdik ok,1.7471424143877812e-5
1080943875529891800,Tomio_Okamura,@Michal469463 @JaroslavTvrdik Jie Ťien-ming?,6.771017797291279e-5
1080936562035171300,Tomio_Okamura,"Nedělejme si z ní humor. Jak by bylo vám, kdyby vám za půl roku končil mandát eurokomisaře?",0.5833983421325684
1080936323932979200,Tomio_Okamura,"@Posledniskaut Tak určitě, Věrko.",0.0022542064543813467
1080751959357956100,Tomio_Okamura,"@HonzaPalicka Topky úplně ne, jen jednoho jejího člena.",1.002351418719627e-4
1080731063314497500,Tomio_Okamura,"Krym, ten je ruský, protože obyvatelé Krymu chtěli patřit k Rusku. Ale Tchaj-wan, ten je čínský, protože Čína řekla.",4.663377330871299e-5
1080724027352727600,Tomio_Okamura,"@kariernizrady Už je to dávno, takže to nevím na 100 %, ale jsem si téměř jistý, že odtud ho nemám.",2.982216246891767e-4
1080429061900509200,Tomio_Okamura,"@LukasZmizik @stepanrysavy @lubomir_volny Já mám ban od Volného, takže si to nepřečtu :/",1.2037316992064007e-5
1078043505426157600,Tomio_Okamura,"Tohle sdílel na fb jeden známý, který je starým mládencem. Tím je ale proto, že je jedním z nejošklivějších lidí, co znám.",5.791012881672941e-5
1078018789604773900,Tomio_Okamura,@VPikora Kolik vystřižených scén znáte?,4.1601076372899115e-4
1076974112202018800,Tomio_Okamura,@yackup_ Já,1.713000237941742e-4
1076406427181301800,Tomio_Okamura,"Asi tak 😉😂

Rozkliknout celé.",0.21109427511692047
1076233635026620400,Tomio_Okamura,@Midlinka1967 Vy máte přítele?,1.6216738004004583e-5
1076170540560404500,Tomio_Okamura,"@Posledniskaut Ale Kim je dobře rostlej. Teda ne do výšky, ale je rostlej.",2.4876988391042687e-5
1075915740711129100,Tomio_Okamura,@alenaschillerov kdo ho podepsal?,0.039519209414720535
107565617257583e4,Tomio_Okamura,"Přišla za mnou na nádraží bezdomovkyně, ani to z ní natáhlo tak moc. Že jí chybí dvacka na jízdenku do Brna. Tak jsem se rozhodl té nebohé ženě pomoct a cestu do Brna jí prostě neumožnil.",2.2544214152731001e-4
1075621102477557800,Tomio_Okamura,"@vojtech_ludvik @kalousekm @jiridrahos1 Ne, není to slovíčkaření. Přepracování znamená, že by to Sněmovna předělávala. Sněmovna nic předělávat nebude, tak si jenom vybere, která varianta je pro ni lepší. A všimněte si, že k přepracování se vrací vždycky navrhovateli. No tak to Sněmovna není ani zdaleka.",7.97845314082224e-6
1075374015395627e3,Tomio_Okamura,"Kdo ví, jestli Ťokovi s D1 nepomáhal přímo Babiš. Ten z Agrofertu neřešit počasí. Stát nakonec jeho rozmary zatáhne.",6.08197646215558e-4
1075029678895841300,Tomio_Okamura,"@OndrejHouska @Hospodarky @PetrHonzejk @PavelKysilka @MirekTopolanek On to tady včera Topolánek nasdílel zadarmo, máte to těžší.",9.786011105461512e-6
1075028819692662800,Tomio_Okamura,"Máte pravdu, pane Čunku. V jiném státě by to byla vlastizrada. Byl by z ní obviněn premiér, který kvůli svému byznysu ohrožuje čerpání dotací z EU.",6.315413047559559e-4
1074536029686808600,Tomio_Okamura,"Jinými slovy jsem řekl, že jsem se díky mísené ras moc nepoved. A popřete to.",3.1183206010609865e-4
1073539492697567200,Tomio_Okamura,"@ridicbob @Posledniskaut @PraguePlayoffs V Matrix AB přece říkala na čapáku, že ona na koni nejezdí, měl byste se znova podívat!",1.3692437278223224e-5
1073267058756984800,Tomio_Okamura,@Posledniskaut moh by bejt,6.493576802313328e-4
1073264140448346100,Tomio_Okamura,@Posledniskaut A kdo ho podle Michala Davida donutil sednout za volant?,0.0022446198854595423
1073167799177150500,Tomio_Okamura,"Já teda nemám co komunistům radit, ale kdyby @Konecna_K navrhla znárodnit agrofert, mělo by to pro český rozpočet asi 100x blahodárnější vliv než nějaká voda do českých rukou.",8.18266489659436e-5
1072932667153363e3,Tomio_Okamura,@BlanikZ @Konecna_K Ale řekla to hezky,3.6929926864104345e-5
1072915681962876900,Tomio_Okamura,Už jste si nechali vyjet své Spotify statistiky pro rok 2018? via,0.9928562641143799
1072403325574963200,Tomio_Okamura,"@jladata @tomio_cz Díky. Žížala z toho vylezl v tolika případech asi proto, že na něj často reaguju, jinak jej sám od sebe nezmiňuju.",1.1778002772189211e-5
1072402384004018200,Tomio_Okamura,"Twitterem obcházejí dva Tomiové - @tomio_cz  a @Tomio_Okamura 
Dokážete (bez kouknutí na pravý horní roh profilovky) poznat, který je skutečný a který fake? Můj nový #AI nástroj má úspěšnost přes 90%, a ještě k tomu je zábavný :)
",4.1026732651516795e-4
1072011228829151200,Tomio_Okamura,"@malyzmrd Že jako trenér nestojí vůbec za nic, když s tím lepším týmem nedokáže hrát lepší fotbal.",2.3716840587439947e-5
1071081677710127100,Tomio_Okamura,"""Těch 5 miliard nás fakt nezruinuje."" ČSSD",0.003865793813019991
1071079499817734100,Tomio_Okamura,Četli jste někdy takové vyjádření? Já si na žádné nemůžu vzpomenout.,2.8153974562883377e-4
