id,name,created,text,source,lajku,retweetu,original
1068496049583607812,tomio_cz,2018-11-30T13:24:44Z,Tomio Okamura: NE nepřizpůsobivým:  prostřednictvím @YouTube,Google,23,6,TRUE
1068199132169469953,tomio_cz,2018-11-29T17:44:53Z,Tomio Okamura: Aréna Jaromíra Soukupa 28.11.2018:  prostřednictvím @YouTube,Google,12,4,TRUE
1068060351936323584,tomio_cz,2018-11-29T08:33:26Z,Tomio Okamura: Ne legalizaci drog:  prostřednictvím @YouTube,Google,13,4,TRUE
1067853642022166537,tomio_cz,2018-11-28T18:52:02Z,Tomio Okamura: Násilná a nenávistná ideologie:  prostřednictvím @YouTube,Google,18,6,TRUE
1067682447863631877,tomio_cz,2018-11-28T07:31:46Z,Tomio Okamura: Konec diktátu EU:  prostřednictvím @YouTube,Google,12,7,TRUE
1067455269867855872,tomio_cz,2018-11-27T16:29:03Z,"Právě jsem ve Sněmovně skončil jednání s rakouským poslancem Romanem Haiderem z naší partnerské Svobodné strany Rakouska, která je součástí rakouské vládní koalice. Ladíme společný postup pro klíčové volby do Evropského parlamentu. Současná EU je nereformovatelná a musí skončit. ",Twitter for iPad,47,12,TRUE
1067324409143128064,tomio_cz,2018-11-27T07:49:03Z,Tomio Okamura: Stupňování krize:  prostřednictvím @YouTube,Google,16,6,TRUE
1067044878356570112,tomio_cz,2018-11-26T13:18:18Z,"Vláda bude v nejbližší době projednávat stanovisko k návrhu zákona z pera SPD na zákaz islámského zahalování, který navrhujeme po vzoru Rakouska, Dánska, Belgie, Francie či Švýcarska. Po stanovisku vlády poputuje náš zákon do Sněmovny. ",Twitter for iPad,55,11,TRUE
1066982569743400965,tomio_cz,2018-11-26T09:10:42Z,Tomio Okamura: Adopce dětí homosexuálními páry:  prostřednictvím @YouTube,Google,8,3,TRUE
1066743212218507264,tomio_cz,2018-11-25T17:19:35Z,Tomio Okamura: NE armádě EU:  prostřednictvím @YouTube,Google,22,8,TRUE
1066073843201175552,tomio_cz,2018-11-23T20:59:45Z,Tomio Okamura: Duel J.S. 22.11.2018:  prostřednictvím @YouTube,Google,15,6,TRUE
1066008899529203712,tomio_cz,2018-11-23T16:41:41Z,Tomio Okamura: Současná Evropská unie musí skončit:  prostřednictvím @YouTube,Google,26,9,TRUE
1065939478034989056,tomio_cz,2018-11-23T12:05:50Z,Tomio Okamura: Poslanci klubu SPD budou hlasovat pro nedůvěru této vládě:  prostřednictvím @YouTube,Google,11,4,TRUE
1065658954083119107,tomio_cz,2018-11-22T17:31:08Z,Tomio Okamura: Aréna Jaromíra Soukupa 20.11.2018:  prostřednictvím @YouTube,Google,14,4,TRUE
1065646534954545153,tomio_cz,2018-11-22T16:41:47Z,Tomio Okamura: Hnutí SPD bude prosazovat zjednodušení administrativní náročnosti maturitní zkoušky: ,Google,19,4,TRUE
1065518295636307969,tomio_cz,2018-11-22T08:12:12Z,Tomio Okamura: Zločiny privatizace budou promlčeny!:  prostřednictvím @YouTube,Google,14,7,TRUE
1065310818194137088,tomio_cz,2018-11-21T18:27:46Z,Tomio Okamura: Čistokrevná zbabělost:  prostřednictvím @YouTube,Google,11,6,TRUE
1065309803390611461,tomio_cz,2018-11-21T18:23:44Z,Tomio Okamura: Zneužití odkazu 17. listopadu:  prostřednictvím @YouTube,Google,14,5,TRUE
1065145959544430592,tomio_cz,2018-11-21T07:32:40Z,Tomio Okamura: Hnutí SPD nepodpoří ratifikaci Istanbulské úmluvy:  prostřednictvím @YouTube,Google,40,7,TRUE
1064973283861381121,tomio_cz,2018-11-20T20:06:31Z,"Tomio Okamura Hnutí SPD je proti vládě, kde je zastoupena ČSSD:  prostřednictvím @YouTube",Google,19,6,TRUE
1064792066746712064,tomio_cz,2018-11-20T08:06:26Z,Tomio Okamura: Pevný a jasný postoj:  prostřednictvím @YouTube,Google,12,5,TRUE
1064566329653567494,tomio_cz,2018-11-19T17:09:26Z,Tomio Okamura: Zdravé ruce a rozum:  prostřednictvím @YouTube,Google,17,7,TRUE
1064445693551673346,tomio_cz,2018-11-19T09:10:04Z,Tomio Okamura: Jsme vykrádaná ekonomika:  prostřednictvím @YouTube,Google,13,5,TRUE
1064444754849611778,tomio_cz,2018-11-19T09:06:20Z,"Tomio Okamura: Prosazujeme program SPD, proto jsme proti vládě, kde je ČSSD:  prostřednictvím @YouTube",Google,15,5,TRUE
1064228467414376448,tomio_cz,2018-11-18T18:46:53Z,Tomio Okamura: Špatný stav silnic:  prostřednictvím @YouTube,Google,17,4,TRUE
1063791381863383040,tomio_cz,2018-11-17T13:50:04Z,Tomio Okamura: Pokojně jsme uctili památku boje za svobodu a demokracii u Hlávkovy koleje: ,Google,35,7,TRUE
1063757134842785792,tomio_cz,2018-11-17T11:33:59Z,Dnes dopoledne jsem spolu s mnoha dalšími občany pokojně uctil památku boje za svobodu a demokracii na pietním aktu u Hlávkovy koleje v Praze k výročí 17. listopadu. ,Twitter for iPad,70,8,TRUE
1063574459305598981,tomio_cz,2018-11-16T23:28:06Z,"Po pozdním příletu ze Sofie, kde jsem byl na setkání evropských parlamentních vlasteneckých stran, jsem hned zajel na Národní třídu v Praze a těsně po půlnoci si připomněl události 17.listopadu. ",Twitter for iPad,58,7,TRUE
1063466163831746561,tomio_cz,2018-11-16T16:17:46Z,"Dnes v Sofii na setkani parlamentních vlasteneckych stran. Současná EU musi skoncit. EU má zásadní deficit demokracie a stále více omezuje svobodu občanů. Chceme jinou podobu spolupráce evropských zemí respektující jejich suverenitu, národní a kulturní hodnoty. ",Twitter for iPad,54,11,TRUE
1063332839289176065,tomio_cz,2018-11-16T07:27:59Z,Tomio Okamura: Manželství je vztah muže a ženy:  prostřednictvím @YouTube,Google,22,5,TRUE
1063156951150981123,tomio_cz,2018-11-15T19:49:04Z,Tomio Okamura: Zamrazení platů politiků - reakce na poslankyni Valachovou:  prostřednictvím @YouTube,Google,15,5,TRUE
1063152363005825024,tomio_cz,2018-11-15T19:30:50Z,Tomio Okamura: Zamrazení platů politiků jak dopadlo hlasování:  prostřednictvím @YouTube,Google,13,7,TRUE
1063059645730824192,tomio_cz,2018-11-15T13:22:24Z,Tomio Okamura: Poslanci jiných stran se vysmáli návrhu SPD na zamrazení platů:  prostřednictvím @YouTube,Google,15,7,TRUE
1063037553199235074,tomio_cz,2018-11-15T11:54:37Z,Tomio Okamura: Poslanci všech ostatních stran kromě SPD si prosadili zvýšení platů politiků: ,Google,20,8,TRUE
1062971103709151232,tomio_cz,2018-11-15T07:30:34Z,Chceme přímou hmotnou odpovědnost politiků:  prostřednictvím @YouTube,Google,11,4,TRUE
1062805043944947712,tomio_cz,2018-11-14T20:30:43Z,Tomio Okamura: Manželství homosexuálů:  prostřednictvím @YouTube,Google,15,6,TRUE
1062707559960854528,tomio_cz,2018-11-14T14:03:21Z,Tomio Okamura: NE českým bojovým misím:  prostřednictvím @YouTube,Google,15,4,TRUE
1062607381664808960,tomio_cz,2018-11-14T07:25:16Z,Tomio Okamura: NE Globálnímu paktu o migraci:  prostřednictvím @YouTube,Google,14,4,TRUE
1062462770518679552,tomio_cz,2018-11-13T21:50:38Z,Tomio Okamura: NE islámskému zahalování:  prostřednictvím @YouTube,Google,13,4,TRUE
1062335803672707072,tomio_cz,2018-11-13T13:26:07Z,Tomio Okamura: Chceme zamrazení platů politiků:  prostřednictvím @YouTube,Google,15,6,TRUE
1062259149029892096,tomio_cz,2018-11-13T08:21:31Z,Tomio Okamura: Zákaz zahalování:  prostřednictvím @YouTube,Google,13,5,TRUE
1062258671906947072,tomio_cz,2018-11-13T08:19:37Z,Tomio Okamura: Vystoupil jsem na XTV:  prostřednictvím @YouTube,Google,8,4,TRUE
1062072443714633728,tomio_cz,2018-11-12T19:59:37Z,"Salvini, Le Pen, Wilders, Okamura, Strache - tento pátek se zúčastním v Sofii dalšího jednání partnerských vlasteneckých stran Evropy (ENF). Prosazujeme ukončení stávajícího modelu evropské integrace a změnu na nový model založeny na respektu k suverenite a národním zájmům. ",Twitter for iPad,63,15,TRUE
1061909785350717440,tomio_cz,2018-11-12T09:13:16Z,Tomio Okamura: Nedostupné bydlení:  prostřednictvím @YouTube,Google,14,8,TRUE
1061604952345399296,tomio_cz,2018-11-11T13:01:58Z,"Také dnes je to boj, Kateřina do toho dává všechno, držím holkám palce a věřím, že vítězství je naše! ",Twitter for iPhone,31,3,TRUE
1061528524857729024,tomio_cz,2018-11-11T07:58:17Z,Tomio Okamura: Istanbulská úmluva:  prostřednictvím @YouTube,Google,17,7,TRUE
1061260718639628288,tomio_cz,2018-11-10T14:14:07Z,"Barbora bojuje jako lvice, držím palce! ",Twitter for iPhone,35,4,TRUE
1060814431125307392,tomio_cz,2018-11-09T08:40:44Z,Tomio Okamura: Terorismus v Čechách:  prostřednictvím @YouTube,Google,13,3,TRUE
1060469807290695680,tomio_cz,2018-11-08T09:51:19Z,"Mimořádná schůze Sněmovny k platům politiků, kterou spoluiniciovalo SPD, bude příští týden ve čtvrtek od 9h. Doufám, že se podaří zabránit ostudnému nárůstu platů o 10-20 %. SPD navrhuje jako jediná politická síla zamrazení nárustů platů politiků až do roku 2021.",Twitter Web Client,28,8,TRUE
1060438716861181952,tomio_cz,2018-11-08T07:47:46Z,Tomio Okamura: NE zvyšovaní platů politiků:  prostřednictvím @YouTube,Google,15,4,TRUE
1060275118243381249,tomio_cz,2018-11-07T20:57:41Z,"Tomio Okamura: Česká televize zase manipuluje, když dnes odmítla pozvat do studia zástupce SPD: ",Google,40,12,TRUE
1060271608785502211,tomio_cz,2018-11-07T20:43:45Z,Tomio Okamura: Poslanci zamítli návrh SPD na zamrazení platů:  prostřednictvím @YouTube,Google,12,5,TRUE
1060267925913985024,tomio_cz,2018-11-07T20:29:07Z,Tomio Okamura: Vláda se chystá ustoupit tlaku hnutí SPD a připouští odstoupení od Globálního paktu: ,Google,32,8,TRUE
1060197003253202944,tomio_cz,2018-11-07T15:47:17Z,"Před malou chvílí se poslanci rozpočtového výboru Sněmovny postavili proti zmrazení platů politiků, když zamítli v hlasování můj návrh na zamrazení nárustu platů politiků až do roku 2021. Pouze zástupce SPD hlasoval PRO zamrazení. Piráti a hnutí ANO navrhují navýšení o 10%. ",Twitter for iPad,20,9,TRUE
1060072813065715713,tomio_cz,2018-11-07T07:33:48Z,Tomio Okamura: NE Evropské unii:  prostřednictvím @YouTube,Google,18,5,TRUE
1059726082763567109,tomio_cz,2018-11-06T08:36:01Z,Tomio Okamura: Cirkus:  prostřednictvím @YouTube,Google,15,5,TRUE
1059553751126695937,tomio_cz,2018-11-05T21:11:14Z,Tomio Okamura: Notorický lhář a manipulátor předseda hnutí STAN Petr Gazdík zase perlí: ,Google,44,8,TRUE
1059536371373826048,tomio_cz,2018-11-05T20:02:10Z,Puškin byl velký básník a Jarek Nohavica je velký básník. Ocenit současného velkého básníka medailí minulého velkého básníka je správné. Gratuluji Jarkovi! SPD je pro korektní vztahy se zeměmi světa. Včetně vzájemného uznání skvělých básníků. ,Twitter for iPad,164,23,TRUE
1059351103517716481,tomio_cz,2018-11-05T07:45:59Z,Tomio Okamura: Zákon o platech představitelů státní moci:  prostřednictvím @YouTube,Google,14,6,TRUE
1059009790880481281,tomio_cz,2018-11-04T09:09:44Z,Tomio Okamura: Vaječný likér:  prostřednictvím @YouTube,Google,16,6,TRUE
1058774485992648704,tomio_cz,2018-11-03T17:34:43Z,Tomio Okamura: Duel J.S. 1.11.2018:  prostřednictvím @YouTube,Google,17,7,TRUE
1058624558280908800,tomio_cz,2018-11-03T07:38:57Z,Tomio Okamura: Německé reparace:  prostřednictvím @YouTube,Google,19,10,TRUE
1058454603262496769,tomio_cz,2018-11-02T20:23:37Z,Tomio Okamura: Vystoupil jsem na mezinárodní bezpečnostní konferenci na Pražském hradě: ,Google,24,7,TRUE
1058343536477827072,tomio_cz,2018-11-02T13:02:16Z,Tomio Okamura: Směšná a nebezpečná komedie:  prostřednictvím @YouTube,Google,18,8,TRUE
1058282170945548288,tomio_cz,2018-11-02T08:58:26Z,Tomio Okamura: Soumrak Angely Merkelové:  prostřednictvím @YouTube,Google,7,4,TRUE
1058278814478827522,tomio_cz,2018-11-02T08:45:05Z,Tomio Okamura: Jako čeští vlastenci naprosto ctíme stejná práva i hrdost všech ostatních národů: ,Google,17,4,TRUE
1058030573229391872,tomio_cz,2018-11-01T16:18:40Z,Tomio Okamura: NE euru a společnému rozpočtu EU:  prostřednictvím @YouTube,Google,17,4,TRUE
1057951287239761920,tomio_cz,2018-11-01T11:03:37Z,"Tomio Okamura: Všichni, kdo jsou ve vedení Sněmovny, jezdí nejdražším BMW:  prostřednictvím @YouTube",Google,15,6,TRUE
1057914001252700160,tomio_cz,2018-11-01T08:35:27Z,Tomio Okamura: Premiérovo divadlo:  prostřednictvím @YouTube,Google,15,7,TRUE
1057909358846193664,tomio_cz,2018-11-01T08:17:00Z,Tomio Okamura: SPD podporuje zaměstnance a živnostníky:  prostřednictvím @YouTube,Google,16,7,TRUE
1057677919353561088,tomio_cz,2018-10-31T16:57:21Z,Tomio Okamura: Poslanci SPD odmítli snahu Michala Horáčka na vydání poslance Zdeňka Ondráčka: ,Google,38,5,TRUE
1057579980299911168,tomio_cz,2018-10-31T10:28:10Z,"Tomio Okamura: „Politici si zaslouží vyšší platy a já chci přidat“, prohlásil Petr Pávek (STAN): ",Google,11,6,TRUE
1057579013177307136,tomio_cz,2018-10-31T10:24:20Z,"Tomio Okamura: „Politici si zaslouží vyšší platy a já chci přidat“, proh...  prostřednictvím @YouTube",Twitter Web Client,8,4,TRUE
1057566317602070528,tomio_cz,2018-10-31T09:33:53Z,Tomio Okamura: Poděkování  prostřednictvím @YouTube,Twitter Web Client,7,3,TRUE
1057312112786190336,tomio_cz,2018-10-30T16:43:46Z,"Tomio Okamura: SPD je jediná strana ve Sněmovně, která navrhuje zamrazení platů politiků: ",Google,40,9,TRUE
1057177279875502081,tomio_cz,2018-10-30T07:47:59Z,Tomio Okamura: NE nepřizpůsobivým:  prostřednictvím @YouTube,Google,15,6,TRUE
1056951591528476672,tomio_cz,2018-10-29T16:51:11Z,Tomio Okamura: Mediální žumpa:  prostřednictvím @YouTube,Google,14,5,TRUE
1056837787805204480,tomio_cz,2018-10-29T09:18:58Z,Tomio Okamura: Usnesení ARCELORMITTAL:  prostřednictvím @YouTube,Google,9,2,TRUE
1056616010940342273,tomio_cz,2018-10-28T18:37:42Z,Tomio Okamura: Projev na Pietním aktu k uctění památky padlých československých legionářů: ,Google,21,8,TRUE
1056614064170905600,tomio_cz,2018-10-28T18:29:58Z,Tomio Okamura: Právě jsem položil věnec k uctění památky padlých československých legionářů: ,Google,15,4,TRUE
1056449968624623617,tomio_cz,2018-10-28T07:37:55Z,Tomio Okamura: Zlaté rezervy:  prostřednictvím @YouTube,Google,12,6,TRUE
1055943807009722370,tomio_cz,2018-10-26T22:06:36Z,"Dobrá zpráva - SPD bude mimo jiné ve vedení měst Orlová (koalice SPD, KSČM atd.), Krupka (SPD, ČSSD, ODS atd.), Hranice na Moravě (SPD, ANO, ODS, KSČM atd.), v Kladně (SPD, ODS, ANO a STAN), ve Žluticích (SPD, KDU-ČSL atd.). Mame zastupitele ve 111 městech a obcích.",Twitter for iPad,47,8,TRUE
1055790474638868481,tomio_cz,2018-10-26T11:57:19Z,Tomio Okamura: Projev k 100. výročí založení ČSR:  prostřednictvím @YouTube,Google,19,5,TRUE
1055727502616940545,tomio_cz,2018-10-26T07:47:05Z,Tomio Okamura: Válka v Evropě:  prostřednictvím @YouTube,Google,9,4,TRUE
1055721881108692994,tomio_cz,2018-10-26T07:24:45Z,Tomio Okamura: Aréna Jaromíra Soukupa 23.10.2018:  prostřednictvím @YouTube,Google,14,5,TRUE
1055468735992078342,tomio_cz,2018-10-25T14:38:50Z,Tomio Okamura: Další dobré zprávy SPD bude součástí vládnoucích koalic v dalších městech a obcích:,Google,31,8,TRUE
1055416351840485377,tomio_cz,2018-10-25T11:10:41Z,Tomio Okamura: Bezzubá EU:  prostřednictvím @YouTube,Google,12,6,TRUE
1055351936915066884,tomio_cz,2018-10-25T06:54:43Z,Tomio Okamura: SPD nepodpoří stávající vládní návrh státního rozpočtu na rok 2019: ,Google,17,3,TRUE
1055070660249219072,tomio_cz,2018-10-24T12:17:02Z,Tomio Okamura: Neuvěřitelné lži:  prostřednictvím @YouTube,Google,12,5,TRUE
1054990344515977216,tomio_cz,2018-10-24T06:57:53Z,Tomio Okamura: Projednání sankcí vůči Saúdskoarabskému království:  prostřednictvím @YouTube,Google,18,7,TRUE
1054729803172069377,tomio_cz,2018-10-23T13:42:35Z,Tomio Okamura: Dnes jsem na tiskové konferenci hovořil mimo jiné o zvyšování platů politiků: ,Google,13,6,TRUE
1054628490597859328,tomio_cz,2018-10-23T07:00:00Z,Tomio Okamura: Křivá obvinění:  prostřednictvím @YouTube,Google,8,4,TRUE
1054627005021466624,tomio_cz,2018-10-23T06:54:06Z,Tomio Okamura: Falešné děti:  prostřednictvím @YouTube,Google,12,3,TRUE
1054288085914148866,tomio_cz,2018-10-22T08:27:22Z,Tomio Okamura: Čachry s nerostnými surovinami:  prostřednictvím @YouTube,Google,15,6,TRUE
1054283403766435840,tomio_cz,2018-10-22T08:08:45Z,Tomio Okamura: Děravé hranice:  prostřednictvím @YouTube,Google,9,5,TRUE
1054282231743692800,tomio_cz,2018-10-22T08:04:06Z,Tomio Okamura: Michal David:  prostřednictvím @YouTube,Google,12,8,TRUE
1054040447046377472,tomio_cz,2018-10-21T16:03:20Z,Tomio Okamura: Špatný výsledek:  prostřednictvím @YouTube,Google,18,7,TRUE
1054035898323648512,tomio_cz,2018-10-21T15:45:15Z,Tomio Okamura: Zrušení Senátu:  prostřednictvím @YouTube,Google,12,8,TRUE
1054034436440907776,tomio_cz,2018-10-21T15:39:27Z,Tomio Okamura: Bestiální vražda:  prostřednictvím @YouTube,Google,10,7,TRUE
1051752359255298050,tomio_cz,2018-10-15T08:31:17Z,Tomio Okamura: Zvyšování platů politiků:  prostřednictvím @YouTube,Google,16,11,TRUE
1050283211199262720,tomio_cz,2018-10-11T07:13:25Z,Tomio Okamura: Zásadní výhrady:  prostřednictvím @YouTube,Google,25,10,TRUE
1049919008835862528,tomio_cz,2018-10-10T07:06:12Z,Tomio Okamura: Lobbistický tlak:  prostřednictvím @YouTube,Google,15,6,TRUE
1049569473936674816,tomio_cz,2018-10-09T07:57:17Z,Tomio Okamura: Nezákonní migranti v ČR:  prostřednictvím @YouTube,Google,23,5,TRUE
1049186124353212416,tomio_cz,2018-10-08T06:33:59Z,Tomio Okamura: Děkuji všem našim příznivcům a voličům za práci a podporu ve volbách: ,Google,41,7,TRUE
1049014628301373441,tomio_cz,2018-10-07T19:12:31Z,"Dobrá zpráva - SPD bude součástí vládnoucí koalice v prvním velkém městě – je to středočeské Kladno. A jednání právě probíhají v mnoha dalších ze 111 měst a obcí, kde má SPD nově zastupitele, a rýsuje se účast dalších našich zastupitelů přímo ve vedení měst či obcí.",Twitter for iPad,58,12,TRUE
1048109259123318784,tomio_cz,2018-10-05T07:14:54Z,Tomio Okamura: Tvrdá rána Bruselu:  prostřednictvím @YouTube,Google,21,7,TRUE
1047922430168190976,tomio_cz,2018-10-04T18:52:31Z,Tomio Okamura: Aréna Jaromíra Soukupa 2.10.2018:  prostřednictvím @YouTube,Google,18,4,TRUE
1047913224832765954,tomio_cz,2018-10-04T18:15:56Z,Tomio Okamura: Pomoc nemocným lidem:  prostřednictvím @YouTube,Google,21,5,TRUE
1047816228469846016,tomio_cz,2018-10-04T11:50:31Z,Tomio Okamura: Zvýšení platů ve školství a exekuce:  prostřednictvím @YouTube,Google,14,5,TRUE
1047746215817990144,tomio_cz,2018-10-04T07:12:18Z,Tomio Okamura: Obrovská zdravotní rizika:  prostřednictvím @YouTube,Google,17,8,TRUE
1047524843216916483,tomio_cz,2018-10-03T16:32:39Z,Tomio Okamura: Přijďte k volbám!:  prostřednictvím @YouTube,Google,15,5,TRUE
1047506596123820032,tomio_cz,2018-10-03T15:20:08Z,Tomio Okamura: Protičeská politika:  prostřednictvím @YouTube,Google,16,8,TRUE
1047444574644445184,tomio_cz,2018-10-03T11:13:41Z,Tomio Okamura: Projednávání zákona proti týrání zvířat:  prostřednictvím @YouTube,Google,23,7,TRUE
1047389477688299520,tomio_cz,2018-10-03T07:34:45Z,Tomio Okamura: Pomoc lidem v dluhové pasti  prostřednictvím @YouTube,Twitter Web Client,14,7,TRUE
1047189670432530432,tomio_cz,2018-10-02T18:20:47Z,Tomio Okamura: Šíří se fáma proti SPD:  prostřednictvím @YouTube,Google,17,7,TRUE
1047187762930245632,tomio_cz,2018-10-02T18:13:13Z,Tomio Okamura: Stanoviska SPD k návrhům na nového člena Rady pro rozhlasové a televizní vysílání: ,Google,11,5,TRUE
1047077476462145542,tomio_cz,2018-10-02T10:54:58Z,Tomio Okamura: Zmanipulovaná Česká televize:  prostřednictvím @YouTube,Google,18,6,TRUE
1047021753623560198,tomio_cz,2018-10-02T07:13:33Z,Tomio Okamura: Velmi špatný rozpočet:  prostřednictvím @YouTube,Google,12,8,TRUE
1046829977797369863,tomio_cz,2018-10-01T18:31:30Z,Tomio Okamura: BEZ CENZURY 30.9.2018:  prostřednictvím @YouTube,Google,17,8,TRUE
1046812074087763968,tomio_cz,2018-10-01T17:20:21Z,Tomio Okamura: Zúčastnil jsem se pietního aktu na Masarykově nádraží v Praze:  prostřednictvím,Google,20,6,TRUE
1046676278848495616,tomio_cz,2018-10-01T08:20:45Z,Tomio Okamura: Marine Le Pen a Matteo Salvini podporují SPD:  prostřednictvím @YouTube,Google,31,10,TRUE
1046674405911400448,tomio_cz,2018-10-01T08:13:19Z,Tomio Okamura: Mezi lidmi v Písku:  prostřednictvím @YouTube,Google,13,4,TRUE
1046451868451385344,tomio_cz,2018-09-30T17:29:02Z,Tomio Okamura: Mezi lidmi ve Strakonicích na Václavských slavnostech:  prostřednictvím @YouTube,Google,19,7,TRUE
1046450535715557378,tomio_cz,2018-09-30T17:23:44Z,Tomio Okamura: Zprofanovaná média:  prostřednictvím @YouTube,Google,17,7,TRUE
1046106525390041095,tomio_cz,2018-09-29T18:36:46Z,Tomio Okamura: Mezi lidmi v Karlových Varech na Knedlíkfestu:  prostřednictvím @YouTube,Google,20,5,TRUE
1046105857283510275,tomio_cz,2018-09-29T18:34:06Z,Tomio Okamura: 50 syrských sirotků:  prostřednictvím @YouTube,Google,10,5,TRUE
1045778818630324224,tomio_cz,2018-09-28T20:54:34Z,Tomio Okamura: Mezi lidmi v Brandýse nad Labem a Staré Boleslavi na Svatováclavské pouti: ,Google,21,8,TRUE
1045776702335602689,tomio_cz,2018-09-28T20:46:10Z,Tomio Okamura: Den státnosti a svátek svatého Václava:  prostřednictvím @YouTube,Google,20,9,TRUE
1045349499714113536,tomio_cz,2018-09-27T16:28:37Z,Tomio Okamura: Rád bych Vás požádal o maximální podporu v komunálních a senátních volbách: ,Google,44,8,TRUE
1045211806791356417,tomio_cz,2018-09-27T07:21:28Z,Tomio Okamura: Zrůdný způsob jednání:  prostřednictvím @YouTube,Google,24,10,TRUE
1045005361147719680,tomio_cz,2018-09-26T17:41:08Z,Tomio Okamura: Kriminalizace poslance Ondráčka:  prostřednictvím @YouTube,Google,22,8,TRUE
1044930921068204032,tomio_cz,2018-09-26T12:45:20Z,Tomio Okamura: Aréna Jaromíra Soukupa 25.9.2018:  prostřednictvím @YouTube,Google,18,9,TRUE
1044848417858621440,tomio_cz,2018-09-26T07:17:29Z,Tomio Okamura: Skandální návrh:  prostřednictvím @YouTube,Google,22,10,TRUE
1044640171700965377,tomio_cz,2018-09-25T17:30:00Z,Tomio Okamura: Mnichovská dohoda a kapitulace:  prostřednictvím @YouTube,Google,18,8,TRUE
1044486966115323904,tomio_cz,2018-09-25T07:21:13Z,Tomio Okamura: Boj ve školní třídě:  prostřednictvím @YouTube,Google,19,7,TRUE
1044284686523142144,tomio_cz,2018-09-24T17:57:25Z,Tomio Okamura: Italský ministr vnitra Matteo Salvini fandí ve volbách SPD!:  prostřednictvím @YouTube,Google,41,15,TRUE
1043789699389812736,tomio_cz,2018-09-23T09:10:31Z,Tomio Okamura: Mezi lidmi v Českých Budějovicích na Budvarfestu:  prostřednictvím @YouTube,Google,20,9,TRUE
1043788916766265345,tomio_cz,2018-09-23T09:07:25Z,Tomio Okamura: Petice proti legalizaci migrace:  prostřednictvím @YouTube,Google,28,12,TRUE
1043038633781940224,tomio_cz,2018-09-21T07:26:03Z,Tomio Okamura: Pomoc českým sirotkům:  prostřednictvím @YouTube,Google,17,9,TRUE
1043027429290258432,tomio_cz,2018-09-21T06:41:32Z,Tomio Okamura: Zúčastnil jsem se demonstrace na podporu Maďarska před maďarským velvyslanectvím: ,Google,45,11,TRUE
1042755283511115776,tomio_cz,2018-09-20T12:40:07Z,Tomio Okamura: Zamítnutí návrhu SPD o Globálním paktu OSN:  prostřednictvím @YouTube,Google,18,7,TRUE
1042715636693131264,tomio_cz,2018-09-20T10:02:35Z,Tomio Okamura: Kandidát KDU ČSL v pražských Čakovicích Jan Faix postříkal pivem členy SPD: ,Google,21,7,TRUE
1042676804018946048,tomio_cz,2018-09-20T07:28:16Z,Tomio Okamura: Těžký podraz a zrada:  prostřednictvím @YouTube,Google,17,8,TRUE
